2472;237;194;130;land;false;plains;2
2473;198;211;94;land;false;plains;2
2474;234;239;53;land;false;plains;2
2475;209;59;250;land;false;plains;2
2476;190;121;240;land;false;plains;2
2477;61;226;228;land;true;plains;2
2478;127;234;244;land;true;plains;2
2479;144;230;145;land;false;plains;2
2480;240;185;115;land;false;plains;2
2481;42;248;250;land;false;plains;2
2482;198;127;209;land;true;plains;2
2483;250;23;230;land;false;plains;2
2484;250;34;235;land;false;plains;2
2485;238;70;242;land;false;plains;2
2486;241;139;131;land;true;plains;2
2487;207;174;136;land;false;plains;2
2488;224;177;196;land;true;plains;2
2489;247;165;236;land;false;plains;2
2490;205;241;198;land;false;plains;2
2491;232;252;139;land;false;plains;2
2492;199;110;200;land;true;plains;2
2493;242;244;36;land;true;plains;2
2494;245;100;217;land;false;plains;2
2495;53;220;246;land;false;plains;2
2496;246;85;193;land;false;plains;2
2497;254;190;172;land;false;plains;2
2498;210;162;182;land;false;plains;2
2499;189;211;140;land;false;plains;2
2500;184;190;176;land;false;plains;2
2501;184;205;209;land;true;plains;2
2502;236;28;246;land;true;plains;2
2503;163;227;155;land;false;plains;2
2504;205;119;187;land;true;plains;2
2505;248;41;218;land;true;plains;2
2506;232;176;243;land;true;plains;2
2507;151;170;212;land;false;plains;2
2508;245;223;220;land;true;plains;2
2509;197;203;148;land;false;plains;2
2510;194;141;196;land;true;plains;2
2511;235;236;110;land;true;plains;2
2512;139;247;210;land;true;plains;2
2513;233;227;192;land;true;plains;2
2514;211;246;205;land;true;plains;2
2515;172;179;183;land;false;plains;2
2516;227;79;230;land;false;plains;2
2517;165;216;247;land;true;plains;2
2518;245;243;228;land;false;plains;2
2519;217;154;183;land;false;plains;2
2520;75;182;248;land;true;plains;2
2521;171;190;205;land;false;plains;2
2522;198;216;236;land;false;plains;2
2523;187;251;221;land;false;plains;2
2524;166;209;204;land;false;plains;2
2525;243;118;149;land;false;plains;2
2526;224;247;89;land;false;plains;2
2527;200;203;141;land;true;plains;2
2528;252;141;226;land;false;plains;2
2529;207;153;196;land;true;plains;2
2530;238;222;194;land;true;plains;2
2531;200;189;151;land;false;plains;2
2532;219;242;137;land;false;plains;2
2533;254;25;226;land;false;plains;2
2534;224;202;224;land;false;plains;2
2535;220;175;224;land;false;plains;2
2536;98;211;236;land;true;plains;2
2537;230;239;52;land;false;plains;2
2538;132;198;206;land;false;plains;2
2539;133;222;196;land;false;plains;2
2540;204;157;213;land;false;plains;2
2541;118;244;177;land;false;plains;2
2542;89;254;185;land;false;plains;2
2543;194;150;212;land;true;plains;2
2544;173;124;216;land;true;plains;2
2545;180;245;211;land;true;plains;2
2546;183;230;135;land;true;plains;2
2547;176;152;176;land;false;plains;2
2548;201;151;173;land;true;plains;2
2549;210;79;239;land;true;plains;2
2550;211;251;69;land;true;plains;2
2551;127;249;219;land;true;plains;2
2552;186;236;241;land;false;plains;2
2553;245;215;94;land;true;plains;2
2554;198;142;167;land;true;plains;2
2555;254;235;139;land;true;plains;2
2556;243;238;119;land;false;plains;2
2557;191;69;251;land;true;plains;2
2558;36;245;227;land;true;plains;2
2559;223;253;224;land;true;plains;2
2560;240;218;61;land;false;plains;2
2561;229;60;220;land;false;plains;2
2562;207;114;249;land;true;plains;2
2563;216;137;148;land;false;plains;2
2564;249;236;143;land;false;plains;2
2565;223;211;99;land;false;plains;2
2566;47;233;225;land;true;plains;2
2567;248;220;45;land;false;plains;2
2568;203;223;241;land;false;plains;2
2569;117;247;250;land;false;plains;2
2570;158;184;205;land;true;plains;2
2571;211;234;99;land;false;plains;2
2572;249;237;234;land;true;plains;2
2573;131;147;185;land;true;plains;2
2574;163;209;147;land;true;plains;2
2575;207;201;107;land;false;plains;2
2576;218;176;135;land;false;plains;2
2577;163;142;172;land;false;plains;2
2578;98;225;196;land;false;plains;2
2579;244;123;209;land;false;plains;2
2580;214;242;200;land;true;plains;2
2581;116;229;216;land;false;plains;2
2582;165;251;144;land;true;plains;2
2583;239;222;202;land;false;plains;2
2584;179;127;182;land;false;plains;2
2585;232;233;235;land;false;plains;2
2586;195;140;213;land;false;plains;2
2587;155;180;177;land;true;plains;2
2588;221;114;236;land;true;plains;2
2589;252;152;173;land;false;plains;2
2590;250;183;132;land;false;plains;2
2591;145;230;200;land;true;plains;2
2592;243;130;197;land;false;plains;2
2593;197;240;168;land;true;plains;2
2594;242;118;247;land;false;plains;2
2595;220;96;241;land;false;plains;2
2596;86;232;188;land;false;plains;2
2597;143;202;156;land;false;plains;2
2598;152;179;200;land;false;plains;2
2599;252;181;202;land;false;plains;2
2600;180;248;174;land;true;plains;2
2601;97;199;252;land;true;plains;2
2602;224;149;195;land;false;plains;2
2603;195;138;220;land;false;plains;2
2604;165;194;189;land;false;plains;2
2605;245;206;68;land;false;plains;2
2606;199;56;253;land;false;plains;2
2607;232;164;119;land;false;plains;2
2608;247;207;160;land;false;plains;2
2609;178;244;205;land;false;plains;2
2610;186;225;163;land;false;plains;2
2611;151;145;227;land;false;plains;2
2612;139;211;195;land;false;plains;2
2613;178;143;185;land;false;plains;2
2614;174;227;184;land;false;plains;2
2615;186;238;195;land;false;plains;2
2616;206;176;207;land;true;plains;2
2617;159;228;216;land;false;plains;2
2618;217;236;147;land;false;plains;2
2619;177;191;146;land;false;plains;2
2620;59;254;215;land;true;plains;2
2621;107;187;227;land;true;plains;2
2622;215;177;247;land;true;plains;2
2623;239;220;138;land;false;plains;2
2624;79;254;246;land;false;plains;2
2625;253;224;176;land;false;plains;2
2626;172;164;177;land;false;plains;2
2627;202;242;237;land;false;plains;2
2628;126;159;236;land;false;plains;2
2629;200;97;242;land;false;plains;2
2630;194;223;95;land;true;plains;2
2631;220;107;232;land;false;plains;2
2632;154;150;172;land;false;plains;2
2633;242;186;128;land;true;plains;2
2634;189;187;182;land;false;plains;2
2635;178;142;188;land;false;plains;2
2636;214;220;126;land;true;plains;2
2637;171;204;253;land;true;plains;2
2638;225;250;61;land;true;plains;2
2639;251;117;142;land;false;plains;2
2640;251;182;244;land;true;plains;2
2641;236;221;119;land;false;plains;2
2642;236;241;138;land;false;plains;2
2643;187;73;249;land;true;plains;2
2644;122;178;184;land;false;plains;2
2645;243;239;166;land;false;plains;2
2646;180;220;168;land;false;plains;2
2647;210;135;194;land;false;plains;2
2648;96;242;208;land;true;plains;2
2649;199;193;213;land;true;plains;2
2650;245;156;246;land;false;plains;2
2651;253;204;44;land;false;plains;2
2652;250;210;185;land;false;plains;2
2653;213;169;208;land;true;plains;2
2654;197;183;180;land;true;plains;2
2655;236;203;213;land;false;plains;2
2656;213;215;177;land;false;plains;2
2657;113;249;232;land;false;plains;2
2658;113;212;205;land;false;plains;2
2659;221;249;42;land;true;plains;2
2660;149;201;198;land;false;plains;2
2661;203;218;225;land;false;plains;2
2662;120;158;241;land;false;plains;2
2663;231;252;105;land;false;plains;2
2664;204;172;207;land;false;plains;2
2665;198;166;204;land;false;plains;2
2666;100;237;239;land;false;plains;2
2667;145;234;223;land;true;plains;2
2668;85;232;204;land;true;plains;2
2669;175;232;131;land;true;plains;2
2670;228;80;219;land;false;plains;2
2671;194;231;122;land;false;plains;2
2672;141;181;250;land;false;plains;2
2673;227;142;146;land;false;plains;2
2674;195;85;196;land;false;plains;2
2675;168;215;168;land;false;plains;2
2676;246;238;254;land;true;plains;2
2677;142;195;200;land;false;plains;2
2678;175;231;158;land;true;plains;2
2679;204;196;220;land;false;plains;2
2680;198;247;152;land;false;plains;2
2681;177;190;174;land;false;plains;2
2682;177;174;177;land;false;plains;2
2683;160;197;173;land;false;plains;2
2684;186;246;133;land;false;plains;2
2685;236;95;225;land;true;plains;2
2686;123;220;181;land;false;plains;2
2687;196;192;163;land;false;plains;2
2688;166;204;189;land;false;plains;2
2689;195;228;138;land;true;plains;2
2690;210;201;201;land;false;plains;2
2691;164;177;205;land;true;plains;2
2692;231;145;163;land;false;plains;2
2693;169;203;230;land;false;plains;2
2694;205;141;202;land;false;plains;2
2695;216;230;84;land;false;plains;2
2696;173;182;156;land;false;plains;2
2697;183;186;171;land;false;plains;2
2698;186;212;254;land;false;plains;2
2699;224;148;234;land;false;plains;2
2700;171;221;138;land;false;plains;2
2701;210;173;180;land;false;plains;2
2702;198;244;208;land;false;plains;2
2703;246;246;161;land;false;plains;2
2704;210;215;165;land;false;plains;2
2705;241;123;213;land;false;plains;2
2706;176;170;182;land;false;plains;2
2707;165;164;178;land;false;plains;2
2708;117;196;210;land;false;plains;2
2709;145;192;196;land;false;plains;2
2710;107;219;215;land;true;plains;2
2711;92;244;186;land;true;plains;2
2712;231;227;171;land;false;plains;2
2713;99;211;226;land;false;plains;2
2714;248;232;162;land;false;plains;2
2715;235;175;215;land;false;plains;2
2716;77;236;197;land;false;plains;2
2717;224;143;144;land;false;plains;2
2718;244;241;246;land;false;plains;2
2719;237;220;73;land;false;plains;2
2720;182;221;243;land;false;plains;2
2721;253;202;89;land;true;plains;2
2722;240;55;249;land;true;plains;2
2723;243;221;161;land;false;plains;2
2724;186;237;233;land;false;plains;2
2725;244;220;99;land;true;plains;2
2726;174;214;184;land;false;plains;2
2727;223;166;182;land;false;plains;2
2728;218;244;193;land;false;plains;2
2729;200;235;79;land;false;plains;2
2730;187;146;175;land;false;plains;2
2731;222;187;205;land;false;plains;2
2732;227;187;119;land;false;plains;2
2733;196;184;226;land;false;plains;2
2734;180;142;183;land;false;plains;2
2735;200;236;150;land;false;plains;2
2736;222;160;160;land;false;plains;2
2737;52;220;252;land;false;plains;2
2738;209;191;210;land;false;plains;2
2739;211;217;202;land;false;plains;2
2740;232;145;157;land;false;plains;2
2741;195;169;143;land;false;plains;2
2742;206;160;237;land;true;plains;2
2743;250;212;83;land;true;plains;2
2744;157;179;223;land;false;plains;2
2745;111;239;196;land;false;plains;2
2746;112;176;216;land;true;plains;2
2747;117;251;228;land;false;plains;2
2748;234;143;126;land;false;plains;2
2749;154;199;173;land;false;plains;2
2750;142;228;133;land;false;plains;2
2751;236;130;253;land;false;plains;2
2752;110;251;152;land;false;plains;2
2753;165;109;242;land;false;plains;2
2754;227;150;169;land;false;plains;2
2755;204;217;110;land;false;plains;2
2756;171;204;151;land;false;plains;2
2757;224;180;194;land;false;plains;2
2758;100;239;237;land;false;plains;2
2759;178;209;157;land;false;plains;2
2760;199;162;186;land;false;plains;2
2761;225;106;222;land;false;plains;2
2762;207;171;146;land;false;plains;2
2763;188;237;128;land;false;plains;2
2764;203;205;183;land;false;plains;2
2765;222;180;138;land;false;plains;2
2766;134;181;245;land;false;plains;2
2767;110;249;152;land;false;plains;2
2768;190;201;194;land;false;plains;2
2769;134;152;226;land;false;plains;2
2770;208;213;165;land;false;plains;2
2771;247;36;226;land;false;plains;2
2772;138;180;201;land;false;plains;2
2773;220;170;161;land;false;plains;2
2774;179;231;179;land;false;plains;2
2775;192;194;208;land;false;plains;2
2776;189;190;165;land;true;plains;2
2777;174;237;218;land;true;plains;2
2778;158;186;178;land;false;plains;2
2779;197;203;207;land;false;plains;2
2780;190;206;183;land;false;plains;2
2781;181;254;148;land;false;plains;2
2782;163;219;144;land;false;plains;2
2783;149;235;167;land;false;plains;2
2784;100;212;201;land;true;plains;2
2785;182;198;132;land;false;plains;2
2786;209;193;201;land;false;plains;2
2787;142;152;219;land;false;plains;2
2788;171;117;235;land;false;plains;2
2789;234;239;101;land;false;plains;2
2790;250;227;153;land;false;plains;2
2791;157;198;239;land;false;plains;2
2792;208;60;244;land;true;plains;2
2793;174;168;170;land;false;plains;2
2794;196;200;142;land;false;plains;2
2795;241;83;252;land;false;plains;2
2796;136;158;187;land;false;plains;2
2797;197;169;175;land;false;plains;2
2798;202;152;188;land;false;plains;2
2799;219;173;142;land;false;plains;2
2800;226;129;166;land;false;plains;2
2801;168;178;187;land;false;plains;2
2802;220;198;217;land;false;plains;2
2803;155;154;206;land;false;plains;2
2804;174;104;232;land;false;plains;2
2805;233;232;178;land;false;plains;2
2806;131;164;193;land;false;plains;2
2807;222;185;231;land;false;plains;2
2808;162;157;194;land;false;plains;2
2809;152;161;194;land;false;plains;2
2810;226;114;183;land;false;plains;2
2811;156;141;217;land;false;plains;2
2812;219;192;207;land;false;plains;2
2813;203;61;253;land;false;plains;2
2814;149;137;248;land;false;plains;2
2815;202;138;194;land;false;plains;2
2816;230;223;63;land;false;plains;2
2817;150;171;176;land;false;plains;2
2818;151;196;191;land;false;plains;2
2819;130;244;165;land;false;plains;2
2820;188;107;212;land;false;plains;2
2821;230;191;208;land;true;plains;2
2822;180;230;223;land;false;plains;2
2823;162;169;167;land;false;plains;2
2824;192;100;194;land;false;plains;2
2825;138;168;175;land;false;plains;2
2826;182;242;142;land;false;plains;2
2827;168;231;149;land;false;plains;2
2828;170;204;137;land;false;plains;2
2829;108;251;176;land;false;plains;2
2830;143;232;130;land;false;plains;2
2831;173;90;250;land;true;plains;2
2832;217;54;252;land;false;plains;2
2833;230;177;157;land;true;plains;2
2834;125;174;230;land;false;plains;2
2835;244;32;243;land;true;plains;2
2836;170;100;187;land;false;plains;2
2837;151;203;189;land;false;plains;2
2838;124;173;204;land;false;plains;2
2839;180;181;198;land;false;plains;2
2840;159;173;210;land;false;plains;2
2841;217;129;219;land;false;plains;2
2842;196;225;216;land;false;plains;2
2843;198;231;251;land;false;plains;2
2844;187;127;207;land;false;plains;2
2845;199;217;212;land;false;plains;2
2846;193;209;179;land;false;plains;2
2847;209;167;134;land;true;plains;2
2848;252;195;87;land;false;plains;2
2849;249;243;202;land;false;plains;2
2850;208;230;139;land;false;plains;2
2851;147;242;171;land;false;plains;2
2852;137;234;234;land;false;plains;2
2853;192;208;210;land;false;plains;2
2854;191;217;218;land;false;plains;2
2855;231;189;156;land;false;plains;2
2856;137;167;187;land;false;plains;2
2857;183;134;248;land;true;plains;2
2858;190;228;220;land;true;plains;2
2859;104;191;251;land;false;plains;2
2860;173;122;204;land;false;plains;2
2861;199;177;137;land;false;plains;2
2862;199;127;236;land;false;plains;2
2863;188;184;211;land;false;plains;2
2864;170;188;173;land;false;plains;2
2865;164;185;194;land;false;plains;2
2866;248;163;208;land;false;plains;2
2867;229;85;204;land;true;plains;2
2868;160;148;202;land;false;plains;2
2869;251;126;152;land;false;plains;2
2870;184;124;251;land;false;plains;2
2871;244;162;199;land;false;plains;2
2872;240;169;252;land;false;plains;2
2873;197;125;189;land;false;plains;2
2874;190;213;202;land;false;plains;2
2875;222;254;159;land;true;plains;2
2876;190;237;144;land;false;plains;2
2877;207;176;125;land;true;plains;2
2878;208;188;173;land;false;plains;2
2879;216;168;185;land;false;plains;2
2880;119;229;161;land;false;plains;2
2881;93;217;231;land;false;plains;2
2882;151;179;191;land;false;plains;2
2883;212;167;199;land;false;plains;2
2884;186;229;223;land;false;plains;2
2885;171;231;204;land;false;plains;2
2886;196;92;209;land;false;plains;2
2887;143;185;253;land;false;plains;2
2888;199;102;202;land;false;plains;2
2889;204;212;204;land;false;plains;2
2890;138;207;241;land;false;plains;2
2891;119;204;216;land;true;plains;2
2892;243;71;197;land;true;plains;2
2893;198;161;216;land;false;plains;2
2894;180;209;190;land;false;plains;2
2895;206;169;217;land;false;plains;2
2896;160;126;198;land;false;plains;2
2897;153;172;194;land;false;plains;2
2898;88;210;228;land;false;plains;2
2899;234;185;83;land;false;plains;2
2900;138;124;244;land;false;plains;2
2901;196;207;213;land;false;plains;2
2902;218;190;196;land;false;plains;2
2903;214;194;105;land;false;plains;2
2904;245;223;204;land;false;plains;2
2905;116;212;189;land;false;plains;2
2906;216;213;147;land;false;plains;2
2907;225;141;205;land;false;plains;2
2908;214;221;235;land;true;plains;2
2909;247;244;110;land;false;plains;2
2910;167;124;200;land;false;plains;2
2911;186;108;222;land;false;plains;2
2912;176;200;203;land;false;plains;2
2913;238;156;238;land;false;plains;2
2914;138;235;225;land;false;plains;2
2915;221;229;190;land;true;plains;2
2916;234;119;237;land;false;plains;2
2917;236;134;158;land;false;plains;2
2918;241;151;174;land;true;plains;2
2919;236;251;167;land;false;plains;2
2920;97;230;191;land;true;plains;2
2921;109;226;198;land;false;plains;2
2922;254;120;208;land;false;plains;2
2923;245;118;177;land;false;plains;2
2924;254;84;239;land;false;plains;2
2925;118;194;194;land;false;plains;2
2926;82;245;229;land;false;plains;2
2927;171;222;125;land;false;plains;2
2928;223;214;234;land;false;plains;2
2929;185;177;183;land;false;plains;2
2930;180;252;73;land;false;plains;2
2931;210;158;246;land;true;plains;2
2932;253;222;48;land;false;plains;2
2933;228;230;200;land;false;plains;2
2934;183;241;232;land;false;plains;2
2935;117;254;241;land;false;plains;2
2936;128;193;217;land;true;plains;2
2937;159;184;233;land;true;plains;2
2938;239;235;212;land;false;plains;2
2939;243;170;216;land;false;plains;2
2940;231;140;249;land;false;plains;2
2941;234;240;213;land;false;plains;2
2942;201;128;194;land;false;plains;2
2943;123;198;192;land;false;plains;2
2944;138;197;189;land;false;plains;2
2945;231;139;249;land;false;plains;2
2946;218;237;163;land;false;plains;2
2947;207;239;117;land;false;plains;2
2948;177;81;245;land;false;plains;2
2949;213;144;247;land;false;plains;2
2950;178;167;193;land;false;plains;2
2951;245;118;178;land;false;plains;2
2952;252;177;198;land;false;plains;2
2953;236;237;196;land;true;plains;2
2954;187;57;203;land;false;plains;2
2955;175;168;177;land;false;plains;2
2956;142;148;185;land;false;plains;2
2957;252;183;81;land;false;plains;2
2958;147;220;183;land;false;plains;2
2959;173;171;174;land;false;plains;2
2960;193;135;206;land;false;plains;2
2961;162;106;199;land;false;plains;2
2962;167;150;170;land;false;plains;2
2963;203;183;176;land;false;plains;2
2964;148;210;207;land;false;plains;2
2965;235;175;171;land;false;plains;2
2966;169;158;199;land;false;plains;2
2967;176;203;214;land;false;plains;2
2968;164;144;182;land;false;plains;2
2969;155;127;177;land;false;plains;2
2970;192;105;236;land;false;plains;2
2971;189;203;200;land;false;plains;2
2972;99;247;175;land;false;plains;2
2973;143;122;251;land;false;plains;2
2974;133;197;221;land;false;plains;2
2975;161;218;252;land;true;plains;2
2976;72;237;224;land;false;plains;2
2977;252;111;210;land;true;plains;2
2978;213;213;233;land;true;plains;2
2979;235;251;175;land;true;plains;2
2980;83;244;189;land;false;plains;2
2981;197;251;161;land;true;plains;2
2982;201;198;198;land;false;plains;2
2983;178;222;251;land;false;plains;2
2984;168;232;117;land;true;plains;2
2985;218;229;132;land;true;plains;2
2986;220;249;133;land;false;plains;2
2987;214;232;62;land;false;plains;2
2988;158;202;197;land;true;plains;2
2989;153;231;153;land;false;plains;2
2990;172;235;222;land;false;plains;2
2991;213;230;191;land;false;plains;2
2992;226;205;151;land;false;plains;2
2993;121;130;251;land;true;plains;2
2994;192;203;208;land;false;plains;2
2995;187;144;203;land;false;plains;2
2996;185;164;187;land;false;plains;2
2997;241;247;89;land;false;plains;2
2998;221;182;162;land;true;plains;2
2999;177;163;167;land;false;plains;2
3000;194;221;188;land;false;plains;2
3001;125;213;213;land;false;plains;2
3002;132;196;252;land;false;plains;2
3003;233;126;237;land;true;plains;2
3004;123;172;182;land;false;plains;2
3005;201;141;169;land;false;plains;2
3006;243;239;211;land;false;plains;2
3007;117;197;195;land;false;plains;2
3008;105;166;253;land;false;plains;2
3009;138;209;254;land;false;plains;2
3010;160;250;233;land;false;plains;2
3011;197;163;171;land;false;plains;2
3012;182;180;192;land;false;plains;2
3013;225;185;161;land;false;plains;2
3014;118;198;196;land;false;plains;2
3015;169;163;197;land;false;plains;2
3016;196;234;235;land;false;plains;2
3017;182;249;124;land;true;plains;2
3018;240;118;252;land;false;plains;2
3019;176;204;201;land;false;plains;2
3020;193;239;191;land;false;plains;2
3021;177;244;162;land;false;plains;2
3022;177;206;170;land;false;plains;2
3023;140;176;179;land;false;plains;2
3024;190;126;197;land;false;plains;2
3025;148;156;242;land;false;plains;2
3026;105;243;153;land;false;plains;2
3027;151;193;161;land;false;plains;2
3028;240;101;176;land;true;plains;2
3029;236;51;226;land;true;plains;2
3030;184;179;208;land;false;plains;2
3031;234;160;194;land;false;plains;2
3032;234;210;153;land;false;plains;2
3033;215;199;217;land;false;plains;2
3034;169;219;124;land;false;plains;2
3035;192;158;201;land;false;plains;2
3036;250;197;193;land;false;plains;2
3037;90;197;240;land;true;plains;2
3038;231;232;217;land;false;plains;2
3039;218;151;249;land;false;plains;2
3040;220;216;193;land;false;plains;2
3041;196;207;145;land;false;plains;2
3042;183;229;127;land;false;plains;2
3043;239;190;219;land;false;plains;2
3044;233;103;212;land;true;plains;2
3045;147;221;179;land;false;plains;2
3046;97;216;198;land;false;plains;2
3047;241;87;178;land;false;plains;2
3048;120;245;182;land;true;plains;2
3049;240;176;246;land;false;plains;2
3050;170;213;193;land;false;plains;2
3051;109;184;234;land;false;plains;2
3052;227;228;177;land;false;plains;2
3053;154;125;180;land;false;plains;2
3054;224;236;195;land;false;plains;2
3055;203;158;198;land;false;plains;2
3056;184;198;126;land;false;plains;2
3057;221;218;221;land;false;plains;2
3058;238;194;231;land;false;plains;2
3059;195;223;164;land;false;plains;2
3060;186;90;241;land;false;plains;2
3061;168;200;240;land;true;plains;2
3062;228;207;117;land;false;plains;2
3063;201;194;149;land;false;plains;2
3064;135;199;237;land;false;plains;2
3065;207;195;196;land;false;plains;2
3066;209;168;199;land;false;plains;2
3067;205;192;192;land;false;plains;2
3068;237;242;50;land;true;plains;2
3069;137;216;218;land;true;plains;2
3070;224;224;223;land;false;plains;2
3071;206;187;202;land;false;plains;2
3072;187;233;82;land;false;plains;2
3073;154;250;230;land;false;plains;2
3074;227;132;173;land;true;plains;2
3075;217;228;222;land;false;plains;2
3076;215;160;193;land;false;plains;2
3077;181;225;163;land;false;plains;2
3078;206;165;190;land;false;plains;2
3079;152;155;212;land;false;plains;2
3080;213;55;246;land;false;plains;2
3081;180;211;148;land;false;plains;2
3082;168;171;230;land;true;plains;2
3083;241;221;185;land;false;plains;2
3084;218;201;105;land;false;plains;2
3085;207;239;147;land;true;plains;2
3086;209;154;164;land;false;plains;2
3087;197;211;213;land;false;plains;2
3088;130;181;210;land;false;plains;2
3089;157;127;231;land;false;plains;2
3090;113;209;189;land;false;plains;2
3091;218;232;194;land;false;plains;2
3092;228;124;254;land;false;plains;2
3093;127;215;195;land;false;plains;2
3094;235;232;49;land;false;plains;2
3095;235;208;160;land;false;plains;2
3096;174;162;169;land;false;plains;2
3097;140;176;190;land;false;plains;2
3098;139;183;195;land;false;plains;2
3099;183;246;198;land;false;plains;2
3100;178;99;232;land;false;plains;2
3101;228;242;91;land;false;plains;2
3102;247;153;251;land;false;plains;2
3103;214;179;147;land;false;plains;2
3104;131;167;230;land;false;plains;2
3105;239;212;84;land;false;plains;2
3106;245;35;237;land;false;plains;2
3107;228;248;236;land;false;plains;2
3108;218;125;175;land;true;plains;2
3109;201;216;151;land;false;plains;2
3110;214;89;234;land;false;plains;2
3111;160;210;246;land;true;plains;2
3112;227;182;144;land;false;plains;2
3113;171;239;169;land;false;plains;2
3114;51;235;235;land;false;plains;2
3115;200;236;153;land;false;plains;2
3116;127;178;180;land;false;plains;2
3117;133;230;146;land;false;plains;2
3118;143;132;249;land;false;plains;2
3119;191;244;223;land;false;plains;2
3120;244;235;138;land;false;plains;2
3121;136;224;232;land;false;plains;2
3122;234;152;203;land;false;plains;2
3123;124;190;188;land;false;plains;2
3124;244;232;74;land;false;plains;2
3125;170;145;188;land;false;plains;2
3126;194;189;196;land;false;plains;2
3127;63;254;206;land;true;plains;2
3128;212;117;230;land;false;plains;2
3129;227;212;228;land;false;plains;2
3130;163;213;218;land;false;plains;2
3131;224;213;214;land;false;plains;2
3132;177;253;135;land;true;plains;2
3133;163;173;209;land;false;plains;2
3134;222;231;106;land;false;plains;2
3135;217;136;177;land;false;plains;2
3136;221;190;205;land;false;plains;2
3137;219;216;220;land;false;plains;2
3138;174;184;175;land;false;plains;2
3139;200;245;252;land;false;plains;2
3140;200;155;253;land;false;plains;2
3141;254;72;228;land;false;plains;2
3142;142;220;190;land;true;plains;2
3143;194;184;212;land;false;plains;2
3144;226;240;220;land;false;plains;2
3145;160;236;140;land;true;plains;2
3146;157;147;171;land;false;plains;2
3147;202;234;141;land;false;plains;2
3148;191;144;178;land;true;plains;2
3149;216;235;70;land;false;plains;2
3150;227;152;189;land;false;plains;2
3151;208;243;116;land;false;plains;2
3152;222;205;92;land;true;plains;2
3153;205;131;167;land;false;plains;2
3154;208;203;171;land;false;plains;2
3155;142;250;179;land;false;plains;2
3156;250;197;54;land;true;plains;2
3157;156;127;225;land;true;plains;2
3158;121;169;253;land;true;plains;2
3159;178;123;183;land;false;plains;2
3160;225;219;205;land;false;plains;2
3161;232;169;110;land;false;plains;2
3162;234;166;201;land;false;plains;2
3163;247;237;155;land;false;plains;2
3164;83;224;194;land;true;plains;2
3165;126;238;180;land;false;plains;2
3166;225;164;112;land;true;plains;2
3167;154;220;158;land;false;plains;2
3168;193;177;218;land;false;plains;2
3169;177;225;157;land;false;plains;2
3170;225;60;240;land;false;plains;2
3171;252;180;120;land;false;plains;2
3172;240;124;153;land;false;plains;2
3173;221;178;203;land;true;plains;2
3174;234;237;233;land;false;plains;2
3175;127;210;199;land;false;plains;2
3176;247;158;110;land;false;plains;2
3177;251;224;229;land;false;plains;2
3178;197;236;198;land;true;plains;2
3179;244;36;232;land;true;plains;2
3180;144;105;194;land;false;plains;2
3181;229;137;148;land;false;plains;2
3182;187;105;225;land;false;plains;2
3183;250;250;249;land;false;plains;2
3184;221;190;186;land;false;plains;2
3185;189;207;170;land;false;plains;2
3186;145;154;189;land;false;plains;2
3187;130;177;208;land;false;plains;2
3188;232;230;86;land;true;plains;2
3189;220;247;78;land;true;plains;2
3190;223;180;238;land;true;plains;2
3191;210;187;224;land;false;plains;2
3192;179;172;193;land;false;plains;2
3193;151;128;227;land;true;plains;2
3194;157;155;238;land;false;plains;2
3195;198;227;163;land;false;plains;2
3196;219;207;175;land;false;plains;2
3197;253;191;195;land;false;plains;2
3198;135;202;198;land;false;plains;2
3199;217;131;165;land;false;plains;2
3200;236;228;224;land;false;plains;2
3201;231;207;172;land;false;plains;2
3202;230;225;141;land;false;plains;2
3203;180;207;199;land;false;plains;2
3204;231;126;176;land;false;plains;2
3205;243;221;42;land;true;plains;2
3206;248;238;170;land;false;plains;2
3207;139;212;155;land;false;plains;2
3208;174;182;167;land;false;plains;2
3209;229;228;227;land;false;plains;2
3210;171;224;152;land;false;plains;2
3211;220;205;159;land;false;plains;2
3212;78;226;252;land;false;plains;2
3213;132;162;182;land;false;plains;2
3214;251;20;251;land;false;plains;2
3215;222;230;106;land;false;plains;2
3216;243;220;74;land;false;plains;2
3217;155;225;198;land;false;plains;2
3218;244;227;156;land;false;plains;2
3219;154;115;234;land;false;plains;2
3220;96;219;248;land;false;plains;2
3221;113;210;204;land;true;plains;2
3222;198;252;190;land;true;plains;2
3223;213;235;104;land;true;plains;2
3224;185;140;221;land;false;plains;2
3225;171;173;223;land;false;plains;2
3226;187;166;229;land;false;plains;2
3227;153;234;214;land;true;plains;2
3228;206;208;142;land;false;plains;2
3229;190;202;208;land;false;plains;2
3230;214;223;206;land;false;plains;2
3231;137;199;192;land;false;plains;2
3232;169;242;141;land;false;plains;2
3233;206;223;145;land;true;plains;2
3234;233;126;153;land;true;plains;2
3235;222;228;173;land;true;plains;2
3236;187;178;211;land;false;plains;2
3237;200;233;180;land;false;plains;2
3238;198;121;179;land;false;plains;2
3239;250;157;171;land;true;plains;2
3240;61;235;227;land;false;plains;2
3241;124;182;192;land;false;plains;2
3242;149;237;177;land;false;plains;2
3243;212;171;140;land;false;plains;2
3244;240;222;108;land;false;plains;2
3245;64;235;211;land;false;plains;2
3246;203;217;161;land;false;plains;2
3247;197;94;207;land;false;plains;2
3248;215;225;226;land;false;plains;2
